trial,matrix_type,coherence_strength,n,m,k,m_over_n,k_over_m,noise_std,signal_type,method,nrmse,precision,recall,f1,exact_support
26,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.27917477280713615,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
26,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.27862051466146176,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
27,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.4154309393883859,0.4166666666666667,0.4166666666666667,0.4166666666666667,0
27,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.3604719614096617,0.5416666666666666,0.5416666666666666,0.5416666666666666,0
27,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.4898699804594303,0.4166666666666667,0.4166666666666667,0.4166666666666667,0
27,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.2559969255680689,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
27,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.22546941427722578,0.75,0.75,0.75,0
27,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.35184750245624674,0.625,0.625,0.625,0
27,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.3459546923005758,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
28,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.5495201143084492,0.375,0.375,0.375,0
28,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.4340714625733281,0.4583333333333333,0.4583333333333333,0.4583333333333333,0
28,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.3787601742311344,0.5,0.5,0.5,0
28,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.27180023919799423,0.5833333333333334,0.5833333333333334,0.5833333333333334,0
28,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.25062021700403353,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
28,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.41544926336380644,0.5,0.5,0.5,0
28,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.4154492633638068,0.5,0.5,0.5,0
29,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.5591290382468892,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
29,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.4828699373418001,0.5,0.5,0.5,0
29,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.426212191703667,0.5,0.5,0.5,0
29,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.24563584876822034,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
29,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.2423421619647514,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
29,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.28575856361060653,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
29,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.28575856361060575,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
30,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.4645175690265818,0.2916666666666667,0.2916666666666667,0.2916666666666667,0
30,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.4451131979033717,0.4166666666666667,0.4166666666666667,0.4166666666666667,0
30,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.5214188976611163,0.2916666666666667,0.2916666666666667,0.2916666666666667,0
30,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.24057737755015837,0.5833333333333334,0.5833333333333334,0.5833333333333334,0
30,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.2635969864095394,0.5416666666666666,0.5416666666666666,0.5416666666666666,0
30,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.2508697284132612,0.625,0.625,0.625,0
30,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.24516943081233483,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
31,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.663698697548538,0.375,0.375,0.375,0
31,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.46316292030297185,0.5,0.5,0.5,0
31,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.4433722792734112,0.5,0.5,0.5,0
31,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.2698013809284227,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
31,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.26385317132532393,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
31,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.22533737733695472,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
31,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.2253373773369544,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
32,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.5743085054299513,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
32,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.29966323435640135,0.5416666666666666,0.5416666666666666,0.5416666666666666,0
32,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.388602543057804,0.5,0.5,0.5,0
32,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.19472209606156418,0.8333333333333334,0.8333333333333334,0.8333333333333334,0
32,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.356331697876875,0.625,0.625,0.625,0
32,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.18011179237916478,0.7916666666666666,0.7916666666666666,0.7916666666666666,0
32,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.18024537727427772,0.7916666666666666,0.7916666666666666,0.7916666666666666,0
33,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.6570378642914402,0.375,0.375,0.375,0
33,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.36512352138054593,0.5833333333333334,0.5833333333333334,0.5833333333333334,0
33,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.5472925222657581,0.4583333333333333,0.4583333333333333,0.4583333333333333,0
33,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.30127877487958615,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
33,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.20752840625366722,0.875,0.875,0.875,0
33,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.2337910758858797,0.875,0.875,0.875,0
33,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.23274996676351214,0.875,0.875,0.875,0
34,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.6641044812221183,0.2916666666666667,0.2916666666666667,0.2916666666666667,0
34,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.3907292836485538,0.4583333333333333,0.4583333333333333,0.4583333333333333,0
34,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.49139070848586486,0.5,0.5,0.5,0
34,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.37718093736882774,0.625,0.625,0.625,0
34,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.379925693507418,0.5833333333333334,0.5833333333333334,0.5833333333333334,0
34,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.36464371322950956,0.5,0.5,0.5,0
34,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.39080445948719295,0.4583333333333333,0.4583333333333333,0.4583333333333333,0
35,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.5846814844123174,0.2916666666666667,0.2916666666666667,0.2916666666666667,0
35,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.43816097443687724,0.4583333333333333,0.4583333333333333,0.4583333333333333,0
35,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.4792162558967147,0.4166666666666667,0.4166666666666667,0.4166666666666667,0
35,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.20886053102026375,0.75,0.75,0.75,0
35,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.22841833712504084,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
35,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.21247883840875237,0.75,0.75,0.75,0
35,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.21650265635194496,0.75,0.75,0.75,0
36,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.6703514381360902,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
36,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.5031808057998148,0.4583333333333333,0.4583333333333333,0.4583333333333333,0
36,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.4112988478175885,0.5416666666666666,0.5416666666666666,0.5416666666666666,0
36,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.3287617943052259,0.75,0.75,0.75,0
36,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.27028921375590786,0.7916666666666666,0.7916666666666666,0.7916666666666666,0
36,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.30413129566487945,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
36,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.3011830153180156,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
37,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.6425134080540966,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
37,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.4550619054276931,0.4583333333333333,0.4583333333333333,0.4583333333333333,0
37,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.4468947322796739,0.4583333333333333,0.4583333333333333,0.4583333333333333,0
37,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.20204267916516866,0.8333333333333334,0.8333333333333334,0.8333333333333334,0
37,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.22431913776570572,0.7916666666666666,0.7916666666666666,0.7916666666666666,0
37,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.1693082910428605,0.875,0.875,0.875,0
37,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.1693082910428611,0.875,0.875,0.875,0
38,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.7436494225560941,0.375,0.375,0.375,0
38,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.6004038788665095,0.5416666666666666,0.5416666666666666,0.5416666666666666,0
38,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.4916916812171004,0.5416666666666666,0.5416666666666666,0.5416666666666666,0
38,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.3116586752095074,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
38,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.32675372478207404,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
38,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.3161334510258685,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
38,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.3161334510258688,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
39,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.6470613069376825,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
39,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.5585282324695624,0.4166666666666667,0.4166666666666667,0.4166666666666667,0
39,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.6245387949095094,0.4166666666666667,0.4166666666666667,0.4166666666666667,0
39,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.20977936281230133,0.8333333333333334,0.8333333333333334,0.8333333333333334,0
39,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.20425453101592858,0.875,0.875,0.875,0
39,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.26909537478900586,0.7916666666666666,0.7916666666666666,0.7916666666666666,0
39,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.26697423877669857,0.7916666666666666,0.7916666666666666,0.7916666666666666,0
40,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.6867288079292568,0.25,0.25,0.25,0
40,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.5366062149167486,0.375,0.375,0.375,0
40,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.5868035845646636,0.375,0.375,0.375,0
40,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.4027735710496515,0.625,0.625,0.625,0
40,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.3424935337529422,0.625,0.625,0.625,0
40,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.3671723323583783,0.625,0.625,0.625,0
40,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.3604268334872705,0.625,0.625,0.625,0
41,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.5671446602196882,0.4166666666666667,0.4166666666666667,0.4166666666666667,0
41,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.3486953244918453,0.5416666666666666,0.5416666666666666,0.5416666666666666,0
41,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.3766495411209994,0.5416666666666666,0.5416666666666666,0.5416666666666666,0
41,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.1916608615594181,0.8333333333333334,0.8333333333333334,0.8333333333333334,0
41,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.3108798487027342,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
41,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.1916517886094228,0.8333333333333334,0.8333333333333334,0.8333333333333334,0
41,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.19165178860942259,0.8333333333333334,0.8333333333333334,0.8333333333333334,0
42,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.6803303417674234,0.4166666666666667,0.4166666666666667,0.4166666666666667,0
42,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.604181610498477,0.5,0.5,0.5,0
42,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.657471220259813,0.4583333333333333,0.4583333333333333,0.4583333333333333,0
42,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.2522126604612589,0.7916666666666666,0.7916666666666666,0.7916666666666666,0
42,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.259602204966328,0.75,0.75,0.75,0
42,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.2866806327320108,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
42,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.28728552247046596,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
43,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.7624441090102679,0.4166666666666667,0.4166666666666667,0.4166666666666667,0
43,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.48556605084933047,0.5416666666666666,0.5416666666666666,0.5416666666666666,0
43,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.6435610078213012,0.5,0.5,0.5,0
43,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.2556343953913008,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
43,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.24903829237472694,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
43,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.2457633914052706,0.75,0.75,0.75,0
43,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.23030022878793185,0.75,0.75,0.75,0
44,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.5090981530437224,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
44,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.5055592035291552,0.375,0.375,0.375,0
44,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.404009839677453,0.5,0.5,0.5,0
44,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.3654383397225129,0.5833333333333334,0.5833333333333334,0.5833333333333334,0
44,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.3364128024938514,0.5416666666666666,0.5416666666666666,0.5416666666666666,0
44,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.1669762816751281,0.7916666666666666,0.7916666666666666,0.7916666666666666,0
44,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.1654074205932616,0.7916666666666666,0.7916666666666666,0.7916666666666666,0
45,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.6139206945081789,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
45,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.4237217598399424,0.4583333333333333,0.4583333333333333,0.4583333333333333,0
45,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.4686187897317313,0.5,0.5,0.5,0
45,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.3418552689020274,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
45,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.37717065861650706,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
45,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.3421510603337803,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
45,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.3421510603337803,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
46,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.7975396065432976,0.25,0.25,0.25,0
46,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.6840922713975589,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
46,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.7113403268530308,0.375,0.375,0.375,0
46,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.20517323302746227,0.75,0.75,0.75,0
46,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.19623377541999293,0.75,0.75,0.75,0
46,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.2203412600774534,0.75,0.75,0.75,0
46,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.22034126007745178,0.75,0.75,0.75,0
47,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.7462744106938823,0.4583333333333333,0.4583333333333333,0.4583333333333333,0
47,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.518915505640374,0.4583333333333333,0.4583333333333333,0.4583333333333333,0
47,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.39141349721070795,0.625,0.625,0.625,0
47,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.20550704642455547,0.7916666666666666,0.7916666666666666,0.7916666666666666,0
47,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.21117469837991334,0.75,0.75,0.75,0
47,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP,0.209138976388237,0.75,0.75,0.75,0
47,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,OMP_LearnedUnion,0.20913897638823686,0.75,0.75,0.75,0
48,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CorrelationTopK,0.5339034470152523,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
48,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,LearnedSupportMLP,0.38896855633862604,0.4166666666666667,0.4166666666666667,0.4166666666666667,0
48,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,IHT,0.457518448418733,0.4166666666666667,0.4166666666666667,0.4166666666666667,0
48,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,CoSaMP,0.19007797281024919,0.7083333333333334,0.7083333333333334,0.7083333333333334,0
48,coherent,0.25,256,96,24,0.375,0.25,0.01,compressible,SubspacePursuit,0.42004339658367107,0.5,0.5,0.5,0
